bvid,title,description,category_name,upload_time,upload_date,upload_hour,duration,up_name,views,danmaku,likes,coins,favorites,shares,reply
BV1NkTF6cEHT,有电就有网？1000㎡别墅实测，华为路由Q7电线版靠谱吗？,,数码,2026-06-30 17:32:19,2026-06-30,17,511,科技宅小明,197841,388,16022,2541,1645,360,143
BV1Cm7p6nEUe,电脑黑洞屏保,,日常,2026-06-27 15:55:40,2026-06-27,15,89,百草净华NXD,243641,116,8770,1759,6148,908,719
BV1znjX64Eas,《虐狗是你的谎言》,,搞笑,2026-06-24 12:00:00,2026-06-24,12,97,伤心欲茄222,6413926,1587,541227,13239,37006,10525,5456
BV1HQKD6wEwV,真正的传承，不是留下答案，而是留下道路,,野生动物,2026-06-29 21:07:23,2026-06-29,21,281,秦淮以南_,149842,69,16665,1099,4102,262,229
BV19VTT6wEfu,清水河已经无法灌溉，浇过就和开水烫一样，补种也没有办法,,科学科普,2026-06-28 10:29:26,2026-06-28,10,716,渔猎齐哥,548032,170,57993,18637,2554,1155,1532
BV1PiKd6mEyj,我要跟我最好的朋友去海边玩！！！！,,日常,2026-06-30 11:01:41,2026-06-30,11,2483,王师傅の日记,174133,4848,12258,10669,1682,146,1022
BV1FR7p62E84,爹系男友喜欢吗🌹,,仿妆cos,2026-06-27 16:54:06,2026-06-27,16,41,鹿島青_时不时接稿,902811,132,101177,5223,21080,3224,377
BV1rSj26VEWT,热烈欢迎陈龙！来看不可思议的拾荒者·偶像剧鼻祖·好老婆拥有者·76年份帅哥带来的“心酸”好物,,短片,2026-06-25 12:00:00,2026-06-25,12,2196,papi酱,1926665,13490,162275,63043,15303,12519,5377
BV15mKQ69ECi,成都民警处警时遭刀捅腹部，燃尽生命打掉歹徒尖刀后殉职，民警张义文被追授“成都市优秀共产党员”,,社会,2026-06-29 18:26:36,2026-06-29,18,45,四川观察,470415,1946,84000,3378,2994,877,1332
BV1ZC7G6VEWG,72 岁卖房搞民科，扬言枪毙质疑者，怒怼中科院，被全网当成电子蛐蛐,,人文历史,2026-06-26 18:10:00,2026-06-26,18,719,捕月说,2730579,3973,45709,2672,22775,3753,2949
BV1ia7L6EE6H,陀螺仪巡飞弹现在一卡一卡的，玲琅天上你们玩三角洲吗？,,电子竞技,2026-06-27 00:47:38,2026-06-27,0,106,汤勺-绝活巡飞弹,1771899,279,66997,1630,3335,742,2119
BV1dF7Y6AEto,我最爱的视频！三代治沙人的努力，世界上即将消失的第一个沙漠！,,亲子,2026-06-25 21:17:50,2026-06-25,21,354,爱画画的子衿,2396552,5905,365701,135527,24135,2934,6936
BV18STg6NEVT,立陶宛：允许中国来求我和我恢复关系 ft.Vykanas,,社科·法律·心理,2026-06-28 19:58:12,2026-06-28,19,3159,波士顿圆脸,852069,4345,41632,3968,5169,622,3924
BV1jb7B6SEay,“胜利的那天是什么模样”——『反乌托邦&拼接遗憾』,,人力VOCALOID,2026-06-26 10:00:00,2026-06-26,10,113,深夜摆烂者,462114,9172,139315,36476,49607,3972,2606
BV1LETF61EjX,都让我用男管过剧情，好了这下坏了,,手机游戏,2026-06-30 18:16:14,2026-06-30,18,1483,w咸瑜,75302,762,6394,653,880,126,363
BV1i3j96pEXw,循环歌单|【如果可以】|“【一计害三贤の小曲】”,,乐评盘点,2026-06-25 08:00:00,2026-06-25,8,3147,蛋某人音乐,2044785,410,59869,572,14204,1383,895
BV1KqTF6YELW,动漫高手名场面！笑出猪叫的二次元谁是卧底！超绝谐音梗竟是大儒辩经？【饭堂时刻206】,,动漫杂谈,2026-06-30 18:35:00,2026-06-30,18,3389,尕丶天堂,88584,968,7560,2321,2218,163,317
BV1QR7W6eE6H,打游戏遇见了两种完全不同的人 #三角洲行动 #三角洲行动欢乐剧场 #滑铲狙代言人成成大王 #暑期第一把三角洲,,网络游戏,2026-06-27 21:50:21,2026-06-27,21,432,成成大王_三角洲,1042006,466,44385,1016,7891,100,750
BV1TwTL6kEjk,这是全国最低调的黑珍珠，看门头谁能想到？—飞龙唐小馆,,美食侦探,2026-06-29 11:30:00,2026-06-29,11,177,特厨隋坡,821825,1255,63035,2760,3271,853,1517
BV1Z6KQ6tEsY,【天国拯救2完全版】拓海的新手入坑指南,,单机游戏,2026-06-30 18:00:00,2026-06-30,18,2487,拓海Sama,39855,388,7898,3067,2932,833,337
BV1Jr756pEdw,涂鸦躲猫猫：想要躲得好，抽象少不了！,,手机游戏,2026-06-26 18:00:52,2026-06-26,18,152,辉哥游戏解说,4413759,449,67504,2062,34438,231,562
BV1qr7Y6NEfx,一家Dumb Rock!「ホーミー・タイッ！！（Homie’s Tie!!）」【Official Music Video】,,MV,2026-06-28 20:00:00,2026-06-28,20,115,millsage_家団_ofc,442782,495,43271,9137,16398,9841,3035
BV1MXTM6sEwS,【终末地金曲】沦陷DJ版,,鬼畜调教,2026-06-28 19:00:00,2026-06-28,19,108,-不灵-,188908,424,25582,4235,6151,2568,1005
BV1U37b6uEJs,好天气配豪猫！,,喵星人,2026-06-25 13:47:03,2026-06-25,13,38,麻怪与麻瓜,1418266,253,154798,1869,17270,5941,2502
BV1bH756KEq3,咕嘎万能小摊1：沉浸式制作惠灵顿牛排,,绘画,2026-06-28 20:30:00,2026-06-28,20,72,一只鹅企,953041,325,70933,1955,7352,890,1166
BV1wD736SERi,保时捷车主都是什么职业？,,汽车生活,2026-06-26 18:40:00,2026-06-26,18,437,车干轩本轩,1005933,665,91067,3794,20396,1833,1622
BV1vmKQ69Ev8,用德国人自己的梗花式整德国人哈哈哈哈,,翻唱,2026-06-29 18:27:37,2026-06-29,18,267,你哇哥233,401088,273,28069,692,3587,368,422
BV1pXKX6uEDW,【僵毁TV第二季/番外篇】服务器宣传belike....以及一些小采访【AI全民制作人】,,预告·资讯,2026-06-29 23:42:07,2026-06-29,23,616,S4nya_,175023,956,19405,9420,4522,1047,875
BV1FiKQ6wECe,最后一集！放假啦！《乘风2026》成团夜解说,,综艺,2026-06-29 19:52:21,2026-06-29,19,2024,郭本尼,414249,17878,20215,10241,3393,598,3531
BV1NH7H6JE7K,《围棋霸总》,,影视剪辑,2026-06-27 11:50:29,2026-06-27,11,40,柯洁,3291371,10858,278416,7302,14037,16449,10000
BV1MXKf6eESW,[TWS:CLUB] 各位~准备好一起享受团建了吗😎 | 42公司 | EP.58,,音乐综合,2026-06-30 20:00:00,2026-06-30,20,2081,TWS_PLEDIS,74290,14030,6361,2334,1663,378,779
BV1pCKU6fEWo,新官上任三把火,,小剧场,2026-06-29 17:07:42,2026-06-29,17,249,脱缰凯Kk,489387,855,41710,1948,4432,460,1886
BV1j5KZ66EwA,“如果优雅是一种天赋”,,同人·手书,2026-06-30 17:05:00,2026-06-30,17,36,林烟不是大佬,97495,291,32617,3470,9635,1140,325
BV1Uo7H6sEN7,好评如潮的游戏突然白给！好多游戏上个月刚史低这个月又降到新低什么情况？！【Steam夏促史低游戏推荐】,,单机游戏,2026-06-27 18:25:21,2026-06-27,18,631,初夏ChuXXia,1001490,802,61594,50419,11709,2172,2175
BV12f7J6LEwW,一秒变异！G18夺舍刘涛+M7+AWM，607万撤离！,,网络游戏,2026-06-27 14:52:51,2026-06-27,14,204,苏醒游戏解说,1290441,626,30092,697,6623,229,636
BV1FR7a6qE4p,上综艺当皇帝，论演技是倒一，路人缘差你们就忍忍呗～,,影视杂谈,2026-06-26 18:00:00,2026-06-26,18,824,暴躁老王不在家,938819,2235,44155,8131,4522,1348,929
BV1auKQ6SEfv,打球的美感！迈克尔·乔丹慢镜头欣赏,,篮球,2026-06-29 19:07:33,2026-06-29,19,305,不会剪辑的果子君,178117,620,11151,3199,3135,583,736
BV1NK7p6JErQ,重大发现！原来故宫太和殿的地板砖里每块都藏着金子！,,短片,2026-06-27 19:14:44,2026-06-27,19,493,南翔,506852,1806,54071,19795,5918,543,1919
BV1LfKU6UEVL,高中生：这就是大学生活？！！,,搞笑,2026-06-29 17:30:57,2026-06-29,17,181,进击的金厂长,278985,552,17156,2884,7199,72,157
BV1Ur7V6YEYy,巴巴强强,,MV,2026-06-26 19:39:13,2026-06-26,19,214,Raymondsese,1530401,1826,68531,7587,16904,12295,2630
BV1hN7b65Et6,"看到火锅店写""禁止日本人入内""我不理解，走进重庆地下后我明白了",,出行,2026-06-25 17:30:00,2026-06-25,17,323,马佳PopMatta,446183,741,40249,5845,5108,267,1636
BV1cFTN6PEgf,惊险一幕！波兰一喷泉被闪电击中,,日常,2026-06-28 08:49:34,2026-06-28,8,22,央视新闻,2562109,2726,130216,666,9675,9586,3469
BV1vD756jE4v,【硬核拆解】汽车人到底离我们有多远？,,计算机技术,2026-06-26 18:30:00,2026-06-26,18,962,GenJi是真想教会你,2142785,633,36443,16784,8760,781,479
BV1Tt7q6hEu4,校园里的恐怖时刻,,小剧场,2026-06-26 17:00:00,2026-06-26,17,374,张开-,4284449,1200,168635,6811,55124,1210,1590
BV1HA786eEJk,揭秘《后室》中怪物最绝望的真相与20个细思极恐的细节！,,影视杂谈,2026-06-26 18:00:00,2026-06-26,18,1058,史蒂芬周大反派,785452,1256,25644,1485,11017,4516,2048
BV1sx7H62E71,这位猫咪，请你自重！,,喵星人,2026-06-27 19:33:47,2026-06-27,19,168,飘莉哩,1712945,665,79384,4716,7614,2440,1069
BV1gQKf6NEqX,祖宗之法，变了！HyperX 暗影精灵 PRO 16 锐龙版评测,,数码,2026-06-30 20:30:54,2026-06-30,20,407,笔吧评测室,79626,365,5070,877,708,185,1247
BV1pxTG6bEzz,恐怖版僵尸：处刑者（优化）,,单机游戏,2026-06-29 08:30:00,2026-06-29,8,325,对不起贱笑了,334232,588,15469,511,1966,144,1288
BV1uWTT6xEsN,忍者步教学,,网络游戏,2026-06-28 10:59:36,2026-06-28,10,151,小博博三角洲行动,1018412,323,24320,637,6453,206,186
BV1gpKd64ErQ,【三角洲行动】全面战场国际赛解说！双方疯狂争夺制空权！印尼队伍将换点战术运用到极致！,,网络游戏,2026-06-30 12:07:55,2026-06-30,12,1577,小鸣er先生,113933,750,6102,1078,1906,130,323
BV1FXTF6pEWa,“雄狮般的语言系统”,,综合,2026-06-30 17:32:30,2026-06-30,17,80,哈基漂不想睡大街,146641,182,19332,4084,2075,621,1162
BV1Fm786eEch,Don't Let Me Down Feat. GUMI,,VOCALOID·UTAU,2026-06-26 08:00:00,2026-06-26,8,123,d0tc0mmie,478872,1742,94384,21761,53210,4246,3407
BV1tUKo6tErU,【trust you】高达00片尾曲｜COVER,,翻唱,2026-06-30 15:46:47,2026-06-30,15,106,于梓贝的id,53952,181,6450,2550,1392,407,696
BV1xATw6eEG4,⚡每天好心情⚡,,宅舞,2026-06-30 22:33:07,2026-06-30,22,53,爪子drumdoll,76805,23,17871,1114,4709,150,298
BV1v7j26NEqG,《我们这样就怪好的》bilibili17周年生日短片,,综艺,2026-06-26 10:00:00,2026-06-26,10,136,哔哩哔哩弹幕网,800785,94,11561,784,2627,267,320
BV1H2KU6oEjn,父亲节陪老爸吃点喝点,,日常,2026-06-29 17:00:57,2026-06-29,17,340,狂野大公牛本人,523381,685,11757,1373,4482,240,608
BV1dsKX6tE1b,【徐静雨】格林跳出合同，詹姆斯真要加盟勇士了！4大优势助力詹库联手！,,篮球,2026-06-30 00:44:39,2026-06-30,0,497,雨说体育徐静雨,378498,1898,6219,915,816,3067,3725
BV1K7KS6iESD,哈基爷网购大物件从夯到拉,,搞笑,2026-06-29 18:00:00,2026-06-29,18,330,开箱嘤嘤怪,1097038,565,20903,1471,8295,200,303
BV1SG7h6jEeH,木偶的五个有趣小知识,,手机游戏,2026-06-26 12:00:00,2026-06-26,12,115,ulu秋名山,780839,616,41080,710,7733,2445,1352
BV1Sr7V6YEnG,神秘的风水到底是什么？谁都能看懂的风水科普！,,人文历史,2026-06-26 19:45:39,2026-06-26,19,1354,浪花姜,840739,2292,27694,6571,15802,2205,2055
BV1KW7W6dEHz,练后餐：面包果 罗氏虾 牛油果,,美食记录,2026-06-28 00:21:12,2026-06-28,0,254,小九妹妹_日更,678483,312,42310,590,3233,524,981
BV1im7q62E8Y,【课堂TV】班里总有神人,,小剧场,2026-06-26 11:07:28,2026-06-26,11,67,大乾乾是顾乾宇,2443917,881,245430,4271,33994,9826,3520
BV1Zp7V61Egu,【白鹿体验打卡】内娱最强话事人，爽文界白编剧才是真神,,娱乐杂谈,2026-06-27 12:00:00,2026-06-27,12,748,接二连珊妄想症,1636945,10556,80470,17352,15440,4298,1812
BV1xh756FEMw,乌萨奇欺负无牙仔，最终被五小只教怎么做蛋,,汽车生活,2026-06-26 17:23:39,2026-06-26,17,223,乌萨奇蛋,659072,4,43408,6139,45393,0,4
BV15t7i6rEo1,参加了galgame考试,,搞笑,2026-06-26 12:00:00,2026-06-26,12,551,良心发作的chunchun,2161516,3284,116601,31374,35338,13096,3298
BV1jKj96dED3,强⁶,,搞笑,2026-06-24 16:00:00,2026-06-24,16,116,杰比的生活日记,1093865,155,75627,802,4055,1541,757
BV19G756GEJW,你必须来品尝一下这部扭曲至极的炸裂神番！看完后up直接笑晕了！,,动漫杂谈,2026-06-26 18:33:38,2026-06-26,18,784,不知枫叶,210754,1735,11161,565,3630,1421,763
BV1q77n6AEqu,决战武神女王，获得天堂制造的仙界装备【我是僵尸】,,单机游戏,2026-06-28 09:00:00,2026-06-28,9,453,磊哥游戏,1240824,2379,99075,10326,6899,878,1674
BV1Xj7N6mEa3,当一千年后的人类考古2026年,,搞笑,2026-06-24 10:30:00,2026-06-24,10,145,咪克菌,5522748,1614,140288,20948,98395,3027,1683
BV1vvjR6REyP,《原神》桑多涅角色PV——「晨光熹微」,,手机游戏,2026-06-25 12:00:00,2026-06-25,12,829,原神,2964969,56230,328712,196513,84187,36190,17878
BV15JKZ6TEhW,ROG20周年快闪 lulu这次能讨到东西吗？,,数码,2026-06-30 18:00:00,2026-06-30,18,489,雫るる_Official,64087,543,5869,1953,775,196,361
BV1km736DERU,【aespa】我是SOLO所以像地狱 于是变得不良 (a.k.a. DOPAMINE PARTY) | ❮aesParty❯ EP.09,,音乐综合,2026-06-26 19:00:00,2026-06-26,19,2495,aespa,978247,47450,59681,22648,27777,9790,3201
BV17m756EExV,我的世界：当生物的血量等于体型，0.1滴血体型超级迷你,,单机游戏,2026-06-26 17:44:03,2026-06-26,17,490,小橙子姐姐解说,1281392,1316,40611,2505,12891,101,238
BV1bdTc6uEcQ,傅清·二次驻藏：西藏王爷，想杀达赖？【乾隆往事】,,人文历史,2026-06-30 22:57:11,2026-06-30,22,3515,正直讲史-李正Str,48125,287,2276,1542,1446,65,217
BV1hL756gE68,咖喱披萨、土豆汉堡？跨国快餐是咋被印度人逼疯的？【百国千城】,,人文历史,2026-06-28 17:30:00,2026-06-28,17,912,地缘志,235082,677,10314,533,2109,129,497
BV1v3jk6XEqD,"manika - ソシアルイル（Social Ill） feat.初音ミク,flower",,VOCALOID·UTAU,2026-06-27 18:00:00,2026-06-27,18,230,manika_official,189046,208,41765,6655,35150,1110,408
BV1aGKQ6mERS,今天做抹茶冰奶进村卖，没想到下雨淋湿了。,,三农,2026-06-29 19:17:30,2026-06-29,19,1111,欧大发-,218771,1750,22985,4792,1606,242,820
BV1cHjR6vEad,《逃离鸭科夫》夏日海岛挑战版本正式上线！新史低即将登场！,,单机游戏,2026-06-25 11:00:00,2026-06-25,11,32,逃离鸭科夫,1645227,49,17776,668,1593,1199,895
